,sent_text,target,argument,label
2421,"Personnel associated with Coast have characterized it as the most sophisticated program of its type outside of the former Soviet Union , but international CBW experts generally consider it to have been considerably less advanced from a scientific standpoint .",associated,Coast,group
2422,"The apartheid - era South African government viewed itself as the target of a `` total onslaught '' by Soviet-backed Marxist guerrillas or regimes in neighboring states and black nationalists at home , and to meet this all - encompassing `` red - black danger '' it was apparently willing to use almost any means at its disposal to defend itself .",use,it,agent
2423,"The apartheid - era South African government viewed itself as the target of a `` total onslaught '' by Soviet-backed Marxist guerrillas or regimes in neighboring states and black nationalists at home , and to meet this all - encompassing `` red - black danger '' it was apparently willing to use almost any means at its disposal to defend itself .",use,itself,purpose
2424,"During its existence Coast scientists tested or developed a wide range of harmful BW agents , including Bacillus anthracis , botulinum toxin , Vibrio cholerae , Clostridium perfringens , plague bacteria , and salmonella bacteria .",developed,existence,duration
2425,"During its existence Coast scientists tested or developed a wide range of harmful BW agents , including Bacillus anthracis , botulinum toxin , Vibrio cholerae , Clostridium perfringens , plague bacteria , and salmonella bacteria .",developed,Coast,agent
2426,"There are indications , however , that certain personnel who were intimately involved in the program , including Basson , may have provided technical knowledge , equipment , or materials to `` rogue regimes '' such as Libya , to foreign intelligence personnel , to unscrupulous black marketers trafficking in dangerous weapons , and perhaps also -- if certain journalists can be believed -- to elements of a shadowy international network of right - wing extremists .",involved,personnel,participants
2427,"There are indications , however , that certain personnel who were intimately involved in the program , including Basson , may have provided technical knowledge , equipment , or materials to `` rogue regimes '' such as Libya , to foreign intelligence personnel , to unscrupulous black marketers trafficking in dangerous weapons , and perhaps also -- if certain journalists can be believed -- to elements of a shadowy international network of right - wing extremists .",involved,program,event
2428,"Personnel associated with Coast have characterized it as the most sophisticated program of its type outside of the former Soviet Union , but international CBW experts generally consider it to have been considerably less advanced from a scientific standpoint .",associated,Personnel,member
2429,"Personnel associated with Coast have characterized it as the most sophisticated program of its type outside of the former Soviet Union , but international CBW experts generally consider it to have been considerably less advanced from a scientific standpoint .",associated,Coast,group
2430,"During its existence Coast scientists tested and developed both small quantities of well - known CW agents ( including mustard agent , sarin , tabun , BZ , and perhaps VX ) and a host of lethal , hard - to - trace toxic chemicals .",developed,existence,duration
2431,"During its existence Coast scientists tested and developed both small quantities of well - known CW agents ( including mustard agent , sarin , tabun , BZ , and perhaps VX ) and a host of lethal , hard - to - trace toxic chemicals .",developed,Coast,agent
2432,"There are indications , however , that certain personnel who were intimately involved in the program , including Basson , may have provided technical knowledge , equipment , or materials to `` rogue regimes '' such as Libya , to foreign intelligence personnel , to unscrupulous black marketers trafficking in dangerous weapons , and perhaps also -- if certain journalists can be believed -- to elements of a shadowy international network of right - wing extremists .",involved,personnel,participants
2433,"There are indications , however , that certain personnel who were intimately involved in the program , including Basson , may have provided technical knowledge , equipment , or materials to `` rogue regimes '' such as Libya , to foreign intelligence personnel , to unscrupulous black marketers trafficking in dangerous weapons , and perhaps also -- if certain journalists can be believed -- to elements of a shadowy international network of right - wing extremists .",involved,program,event
2434,"It is not clear when South Africa began ballistic missile - related efforts , but reportedly by the mid - 1980s , some missile infrastructure existed in the country .",existed,country,place
2435,"It is not clear when South Africa began ballistic missile - related efforts , but reportedly by the mid - 1980s , some missile infrastructure existed in the country .",existed,missile,entity
2436,"It appears that Israel collaborated with South Africa in development of this program , but the nature and extent of this relationship is unknown .",collaborated,Israel,partner_1
2437,"It appears that Israel collaborated with South Africa in development of this program , but the nature and extent of this relationship is unknown .",collaborated,South,partner_2
2438,"Following a July 1989 flight - test of what Pretoria described as a `` booster rocket '' in a space - launch program , U.S. intelligence noted striking similarities between this system and Israel 's intermediate - range Jericho - 2 ballistic missile .",described,Pretoria,speaker
2439,"Following a July 1989 flight - test of what Pretoria described as a `` booster rocket '' in a space - launch program , U.S. intelligence noted striking similarities between this system and Israel 's intermediate - range Jericho - 2 ballistic missile .",described,booster,category
2440,"Facing U.S. opposition to missile proliferation and the end of its apartheid government , South Africa abandoned its missile and space launch programs in 1991 and dismantled associated facilities under international observation .",dismantled,South,destroyer
2441,"Facing U.S. opposition to missile proliferation and the end of its apartheid government , South Africa abandoned its missile and space launch programs in 1991 and dismantled associated facilities under international observation .",dismantled,facilities,patient
2442,"The release of nerve gas on the Tokyo subway by a Japanese cult on March 20, 1995 , the terrorist attacks of September 11, 2001 , and the sending of anthrax - tainted letters have made policymakers and the general public concerned that terrorists could use chemical or biological weapons ( CBW ) to inflict mass casualties .",use,terrorists,agent
2443,"The release of nerve gas on the Tokyo subway by a Japanese cult on March 20, 1995 , the terrorist attacks of September 11, 2001 , and the sending of anthrax - tainted letters have made policymakers and the general public concerned that terrorists could use chemical or biological weapons ( CBW ) to inflict mass casualties .",use,mass,purpose
2444,"Nevertheless , numerous misconceptions persist about the nature of CBW terrorism -- in particular , how easy it would be for terrorists to produce and employ such weapons .",produce,terrorists,producer
2445,"Nevertheless , numerous misconceptions persist about the nature of CBW terrorism -- in particular , how easy it would be for terrorists to produce and employ such weapons .",produce,weapons,product
2446,"How vulnerable is the United States to BW terrorism , and what types of attacks should it be most concerned about ?",concerned,it,experiencer
2447,"How vulnerable is the United States to BW terrorism , and what types of attacks should it be most concerned about ?",concerned,types,topic
2448,"This introductory chapter defines CBW terrorism , explores what types of terrorist groups would be most likely to carry out such attacks , and summarizes U.S. government actions to combat CBW terrorism before and after September 11 .",carry,attacks,act
2449,"This introductory chapter defines CBW terrorism , explores what types of terrorist groups would be most likely to carry out such attacks , and summarizes U.S. government actions to combat CBW terrorism before and after September 11 .",carry,terrorist,agent
2450,"The next five chapters focus on the technical aspects of biological terrorism , including the biological agents of greatest concern ; the technical hurdles associated with their acquisition , production , and delivery ; historical cases of bioterrorism ; and approaches to the prevention and mitigation of bioterrorist incidents .",associated,hurdles,concept_1
2451,"The next five chapters focus on the technical aspects of biological terrorism , including the biological agents of greatest concern ; the technical hurdles associated with their acquisition , production , and delivery ; historical cases of bioterrorism ; and approaches to the prevention and mitigation of bioterrorist incidents .",associated,acquisition,concept_2
2452,"The U.S. State Department defines terrorism differently , as : `` Premeditated , politically motivated violence perpetrated against noncombatant targets by sub - national groups or clandestine agents , usually intended to influence an audience . ''",defines,U.S.,speaker
2453,"The U.S. State Department defines terrorism differently , as : `` Premeditated , politically motivated violence perpetrated against noncombatant targets by sub - national groups or clandestine agents , usually intended to influence an audience . ''",defines,terrorism,item
2454,"For example , Walter Laqueur , a terrorism specialist at the Center for Strategic and International Studies in Washington, D.C. , defines terrorism as : `` The sub - state application of violence or threatened violence intended to sow panic in a society , to weaken or even overthrow the incumbents , and to bring about political change . ''",sow,panic,theme
2455,"For example , Walter Laqueur , a terrorism specialist at the Center for Strategic and International Studies in Washington, D.C. , defines terrorism as : `` The sub - state application of violence or threatened violence intended to sow panic in a society , to weaken or even overthrow the incumbents , and to bring about political change . ''",sow,society,goal
2456,"During the Cold War , for example , the United States and the Soviet Union each supported sub - national groups engaged in proxy wars .",engaged,groups,agent
2457,"During the Cold War , for example , the United States and the Soviet Union each supported sub - national groups engaged in proxy wars .",engaged,wars,act
2458,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",called,United,speaker
2459,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",called,groups,entity
2460,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",called,freedom,term
2461,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",supported,it,cognizer
2462,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",supported,groups,side
2463,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",labeling,United,speaker
2464,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",labeling,terrorists,label
2465,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",supported,groups,side
2466,"The United States called the groups it supported `` freedom fighters '' ( such as the contras in Nicaragua and the mujahideen in Afghanistan ) , while labeling the groups supported by the Soviet Union as `` terrorists '' ( such as the Palestinian Liberation Organization ) .",supported,Soviet,cognizer
2467,"The Soviets , of course , described the same groups in exactly opposite terms .",described,groups,item
2468,"The Soviets , of course , described the same groups in exactly opposite terms .",described,terms,category
2469,"For the purposes of this tutorial , however , the term `` terrorism '' will be used to describe acts that incorporate the following elements : Intentional or threatened violence directed against civilians or noncombatants ; Actors that are sub - national groups or individuals ( although they may receive financial or logistical support from governments ) ; Motivations that are chiefly political , ideological , or religious ( i.e. , not strictly criminal ) ; Often , some element of symbolism in the choice of target , together with the desire to elicit fear in a larger audience beyond the immediate victims of an attack .",receive,they,recipient
2470,"For the purposes of this tutorial , however , the term `` terrorism '' will be used to describe acts that incorporate the following elements : Intentional or threatened violence directed against civilians or noncombatants ; Actors that are sub - national groups or individuals ( although they may receive financial or logistical support from governments ) ; Motivations that are chiefly political , ideological , or religious ( i.e. , not strictly criminal ) ; Often , some element of symbolism in the choice of target , together with the desire to elicit fear in a larger audience beyond the immediate victims of an attack .",receive,governments,donor
2471,"Terrorists may seek to obtain greater status or bargaining power by demonstrating that they have the technological capabilities required to develop , produce , and deliver CBW agents .",develop,CBW,project
2472,"Terrorists may seek to obtain greater status or bargaining power by demonstrating that they have the technological capabilities required to develop , produce , and deliver CBW agents .",develop,they,agent
2473,"Terrorists may seek to obtain greater status or bargaining power by demonstrating that they have the technological capabilities required to develop , produce , and deliver CBW agents .",produce,CBW,product
2474,"Terrorists may seek to obtain greater status or bargaining power by demonstrating that they have the technological capabilities required to develop , produce , and deliver CBW agents .",produce,they,producer
2475,"Some groups in the past have tried to acquire a CBW capability , but have lacked the technical expertise to do so .",tried,groups,agent
2476,"Some groups in the past have tried to acquire a CBW capability , but have lacked the technical expertise to do so .",tried,CBW,goal
2477,"Some groups in the past have tried to acquire a CBW capability , but have lacked the technical expertise to do so .",acquire,CBW,theme
2478,"Some groups in the past have tried to acquire a CBW capability , but have lacked the technical expertise to do so .",acquire,groups,recipient
2479,"Some groups in the past have tried to acquire a CBW capability , but have lacked the technical expertise to do so .",acquire,past,time
2480,"Other groups have acquired a pathogen or toxin and have been motivated to use it , but were penetrated by law enforcement or exposed by defectors before the attack could be carried out .",acquired,groups,recipient
2481,"Other groups have acquired a pathogen or toxin and have been motivated to use it , but were penetrated by law enforcement or exposed by defectors before the attack could be carried out .",acquired,pathogen,theme
2482,"Other groups have acquired a pathogen or toxin and have been motivated to use it , but were penetrated by law enforcement or exposed by defectors before the attack could be carried out .",exposed,groups,topic
2483,"Other groups have acquired a pathogen or toxin and have been motivated to use it , but were penetrated by law enforcement or exposed by defectors before the attack could be carried out .",exposed,defectors,speaker
2484,"Yet although small terrorist cells may be more motivated to use CBW and harder for counterterrorism authorities to interdict , they may lack the technical and financial resources needed to produce and deliver CBW agents .",use,cells,agent
2485,"Yet although small terrorist cells may be more motivated to use CBW and harder for counterterrorism authorities to interdict , they may lack the technical and financial resources needed to produce and deliver CBW agents .",use,CBW,instrument
2486,Further details about the motivation and organizational structure of the terrorist groups most likely to carry out CBW attacks are provided in the next two pages. ( The specific capabilities required to acquire and deliver biological agents are discussed in subsequent chapters . ),carry,CBW,act
2487,Further details about the motivation and organizational structure of the terrorist groups most likely to carry out CBW attacks are provided in the next two pages. ( The specific capabilities required to acquire and deliver biological agents are discussed in subsequent chapters . ),carry,groups,agent
2488,Mass - casualty attacks would provoke government authorities to pursue the terrorists so aggressively that they would ultimately be destroyed as a viable organization .,pursue,government,theme
2489,Mass - casualty attacks would provoke government authorities to pursue the terrorists so aggressively that they would ultimately be destroyed as a viable organization .,pursue,terrorists,cotheme
2490,"In general , these groups are more prepared to inflict indiscriminate casualties because they are not driven by specific political goals but rather by irrational belief systems , extremist ideologies ( such as neo - Nazism ) , apocalyptic prophecy ( predicting the end of the world ) , or religious fundamentalism .",driven,goals,situation
2491,"In general , these groups are more prepared to inflict indiscriminate casualties because they are not driven by specific political goals but rather by irrational belief systems , extremist ideologies ( such as neo - Nazism ) , apocalyptic prophecy ( predicting the end of the world ) , or religious fundamentalism .",driven,they,cognizer
2492,"Whereas most terrorist groups during the 1960s and 1970s were motivated either by left-wing ideology ( socialist / communist policies advocated by Marxist - Leninist or Maoist groups ) or by national - separatist goals ( a group 's pursuit to become an independent state based on its ethnic , racial , or cultural make-up ) , the number of groups characterized primarily by religious beliefs began to increase in the 1980s .",characterized,groups,entity
2493,"Whereas most terrorist groups during the 1960s and 1970s were motivated either by left-wing ideology ( socialist / communist policies advocated by Marxist - Leninist or Maoist groups ) or by national - separatist goals ( a group 's pursuit to become an independent state based on its ethnic , racial , or cultural make-up ) , the number of groups characterized primarily by religious beliefs began to increase in the 1980s .",characterized,beliefs,feature
2494,They may desire not just to make a symbolic point but to physically and completely destroy their enemies .,destroy,enemies,patient
2495,They may desire not just to make a symbolic point but to physically and completely destroy their enemies .,destroy,They,destroyer
2496,They may view extreme violence as divinely sanctioned and the fulfillment of God 's commandments .,view,They,cognizer
2497,They may view extreme violence as divinely sanctioned and the fulfillment of God 's commandments .,view,violence,item
2498,"They may believe in apocalyptic prophecy and actively seek to bring about Armageddon , or the end of the world .",believe,prophecy,element
2499,"They may believe in apocalyptic prophecy and actively seek to bring about Armageddon , or the end of the world .",believe,They,believer
2500,"The Army of God , for example , is an extremist anti - abortion group that has assassinated doctors who perform abortions and has sent hundreds of anthrax hoax letters to family - planning clinics around the United States .",perform,doctors,agent
2501,"The Army of God , for example , is an extremist anti - abortion group that has assassinated doctors who perform abortions and has sent hundreds of anthrax hoax letters to family - planning clinics around the United States .",perform,abortions,time
2502,"Al Qa'ida ( Arabic for `` The Base `` ) is a loosely connected global network of Islamic terrorist groups that seek to expel U.S. troops from the Middle East , inflict revenge for what they perceive as America 's attacks on Muslims and its one - sided support of Israel , and eliminate Western cultural influences they consider contrary to Islam .",expel,Islamic,agent
2503,"Al Qa'ida ( Arabic for `` The Base `` ) is a loosely connected global network of Islamic terrorist groups that seek to expel U.S. troops from the Middle East , inflict revenge for what they perceive as America 's attacks on Muslims and its one - sided support of Israel , and eliminate Western cultural influences they consider contrary to Islam .",expel,U.S.,theme
2504,"Al Qa'ida ( Arabic for `` The Base `` ) is a loosely connected global network of Islamic terrorist groups that seek to expel U.S. troops from the Middle East , inflict revenge for what they perceive as America 's attacks on Muslims and its one - sided support of Israel , and eliminate Western cultural influences they consider contrary to Islam .",expel,Middle,source
2505,"Al Qa'ida ( Arabic for `` The Base `` ) is a loosely connected global network of Islamic terrorist groups that seek to expel U.S. troops from the Middle East , inflict revenge for what they perceive as America 's attacks on Muslims and its one - sided support of Israel , and eliminate Western cultural influences they consider contrary to Islam .",consider,influences,item
2506,"Al Qa'ida ( Arabic for `` The Base `` ) is a loosely connected global network of Islamic terrorist groups that seek to expel U.S. troops from the Middle East , inflict revenge for what they perceive as America 's attacks on Muslims and its one - sided support of Israel , and eliminate Western cultural influences they consider contrary to Islam .",consider,they,cognizer
2507,"Al Qa'ida ( Arabic for `` The Base `` ) is a loosely connected global network of Islamic terrorist groups that seek to expel U.S. troops from the Middle East , inflict revenge for what they perceive as America 's attacks on Muslims and its one - sided support of Israel , and eliminate Western cultural influences they consider contrary to Islam .",consider,Islam,category
2508,"Many Al Qa'ida terrorists are prepared to sacrifice their own lives to carry out attacks , making them essentially impossible to deter .",carry,attacks,act
2509,"Many Al Qa'ida terrorists are prepared to sacrifice their own lives to carry out attacks , making them essentially impossible to deter .",carry,Al,agent
2510,"On September 11, 2001 , nineteen Al Qa'ida terrorists hijacked four commercial aircraft and flew three of them into the World Trade Center and the Pentagon ; the fourth crashed into a field in Shanksville , Pennsylvania .",flew,them,vehicle
2511,"On September 11, 2001 , nineteen Al Qa'ida terrorists hijacked four commercial aircraft and flew three of them into the World Trade Center and the Pentagon ; the fourth crashed into a field in Shanksville , Pennsylvania .",flew,September,time
2512,"This single incident caused more than 3,000 deaths .",caused,incident,cause
2513,"This single incident caused more than 3,000 deaths .",caused,deaths,effect
2514,"In March 2002 , U.S. troops in Afghanistan found an abandoned laboratory under construction near Kandahar where Al Qa'ida members apparently planned to develop biological agents .",found,U.S.,perceiver
2515,"In March 2002 , U.S. troops in Afghanistan found an abandoned laboratory under construction near Kandahar where Al Qa'ida members apparently planned to develop biological agents .",found,Kandahar,ground
2516,"In March 2002 , U.S. troops in Afghanistan found an abandoned laboratory under construction near Kandahar where Al Qa'ida members apparently planned to develop biological agents .",found,March,time
2517,"In March 2002 , U.S. troops in Afghanistan found an abandoned laboratory under construction near Kandahar where Al Qa'ida members apparently planned to develop biological agents .",develop,Al,agent
2518,"In March 2002 , U.S. troops in Afghanistan found an abandoned laboratory under construction near Kandahar where Al Qa'ida members apparently planned to develop biological agents .",develop,agents,project
2519,"These materials revealed that the organization had recruited a Pakistani microbiologist , acquired materials to manufacture botulinum toxin , and developed a workable plan for anthrax production .",acquired,organization,recipient
2520,"These materials revealed that the organization had recruited a Pakistani microbiologist , acquired materials to manufacture botulinum toxin , and developed a workable plan for anthrax production .",acquired,materials,theme
2521,"The center , which has drawn criticism from arms control experts and local activists , will be the first department lab to focus strictly on biodefense .",drawn,center,agent
2522,"The center , which has drawn criticism from arms control experts and local activists , will be the first department lab to focus strictly on biodefense .",drawn,criticism,theme
2523,"One of the biologists ' jobs , according to chief scientist Bernard Courtney , will be to create pathogens to match strains that terrorists are clandestinely producing and then develop vaccines and drugs to combat them .",producing,strains,created_entity
2524,"One of the biologists ' jobs , according to chief scientist Bernard Courtney , will be to create pathogens to match strains that terrorists are clandestinely producing and then develop vaccines and drugs to combat them .",producing,terrorists,creator
2525,"The result , they say , could increase the risk that nasty new organisms will be unleashed on the world. ( Baltimore Sun , 26Jun06 , Douglas Birch ) ( Link )",say,they,speaker
2526,"The result , they say , could increase the risk that nasty new organisms will be unleashed on the world. ( Baltimore Sun , 26Jun06 , Douglas Birch ) ( Link )",say,result,message
2527,"Anthim is a high - affinity monoclonal antibody that targets the protective antigen component of anthrax , blocking the bacteria 's ability to form deadly toxins .",form,bacteria,creator
2528,"Anthim is a high - affinity monoclonal antibody that targets the protective antigen component of anthrax , blocking the bacteria 's ability to form deadly toxins .",form,toxins,created_entity
2529,"In animal efficacy studies , Anthim demonstrated complete protection against an anthrax spore challenge with a single prophylactic dose and has shown significant protection when administered up to two days after a lethal challenge. ( Pharmabiz.com , 26Jun06 ) ( Link )",demonstrated,Anthim,support
2530,"In animal efficacy studies , Anthim demonstrated complete protection against an anthrax spore challenge with a single prophylactic dose and has shown significant protection when administered up to two days after a lethal challenge. ( Pharmabiz.com , 26Jun06 ) ( Link )",demonstrated,efficacy,domain_of_relevance
2531,"In animal efficacy studies , Anthim demonstrated complete protection against an anthrax spore challenge with a single prophylactic dose and has shown significant protection when administered up to two days after a lethal challenge. ( Pharmabiz.com , 26Jun06 ) ( Link )",shown,Anthim,support
2532,"In animal efficacy studies , Anthim demonstrated complete protection against an anthrax spore challenge with a single prophylactic dose and has shown significant protection when administered up to two days after a lethal challenge. ( Pharmabiz.com , 26Jun06 ) ( Link )",shown,efficacy,domain_of_relevance
2533,"`` Awards like this reflect the safe work the employees do each and every day as they protect themselves , the environment and the community .",do,employees,agent
2534,"`` Awards like this reflect the safe work the employees do each and every day as they protect themselves , the environment and the community .",do,work,act
2535,"`` Awards like this reflect the safe work the employees do each and every day as they protect themselves , the environment and the community .",do,day,frequency
2536,The employees deserve the recognition . '',deserve,employees,state_of_affairs
2537,The employees deserve the recognition . '',deserve,recognition,action
2538,"A portable kit designed to screen a large number of people for exposure to deadly nerve agents has been developed in Singapore to deal with potential biochemical threats , a published report said on Saturday .",said,Saturday,time
2539,"A portable kit designed to screen a large number of people for exposure to deadly nerve agents has been developed in Singapore to deal with potential biochemical threats , a published report said on Saturday .",said,report,medium
2540,"Leitenberg , who has worked on arms control and chemical and biological weapons issues for 40 years , told UPI that `` a best case scenario '' might kill most of the inhabitants of a subway car , but added `` every calculation ( one can make about casualties ) relies on a whole series of assumptions . ''",worked,Leitenberg,employee
2541,"Leitenberg , who has worked on arms control and chemical and biological weapons issues for 40 years , told UPI that `` a best case scenario '' might kill most of the inhabitants of a subway car , but added `` every calculation ( one can make about casualties ) relies on a whole series of assumptions . ''",worked,years,duration
2542,"The device , called a Mubtakker -- Arabic for `` invention '' -- has been at the center of a media firestorm since it was written about in an excerpt from a book extract published by Time magazine last week .",called,device,entity
2543,"The device , called a Mubtakker -- Arabic for `` invention '' -- has been at the center of a media firestorm since it was written about in an excerpt from a book extract published by Time magazine last week .",called,Mubtakker,name
2544,"The Bush administration has mounted a concerted campaign to get quick Congressional approval for the India - US nuclear deal , with the White House declaring it the president 's `` top priority '' amid a few contrary voices heard in the legislature .",declaring,it,message
2545,"The Bush administration has mounted a concerted campaign to get quick Congressional approval for the India - US nuclear deal , with the White House declaring it the president 's `` top priority '' amid a few contrary voices heard in the legislature .",declaring,White,speaker
2546,"The deal is in the best interests of the United States as it will make them partners with the world 's largest democracy , marking an important step in their strategic relationship , he said .",make,it,cause
2547,"The deal is in the best interests of the United States as it will make them partners with the world 's largest democracy , marking an important step in their strategic relationship , he said .",make,them,entity
2548,For it will permit peaceful civilian use of nuclear power while avoiding the threat of proliferation and the possibility that terrorists might acquire a nuclear weapon or it might proliferate to some other irresponsible party and then endanger America or its allies .,endanger,America,valued_entity
2549,For it will permit peaceful civilian use of nuclear power while avoiding the threat of proliferation and the possibility that terrorists might acquire a nuclear weapon or it might proliferate to some other irresponsible party and then endanger America or its allies .,endanger,it,cause
2550,"Nowhere is the threat of nuclear war or nuclear terrorism , or the need to safeguard nuclear weapons more important than in South Asia , the home to Al Qaida , who seeks nuclear weapons , Dorgan said describing it as an area where relations among regional nuclear powers - China , India , Pakistan - have historically been tense. ( DailyIndia.com ; 25Jun06 ; Arun Kumar , Indo - Asian News Service ) ( Link )",seeks,Al,cognizer_agent
2551,"Nowhere is the threat of nuclear war or nuclear terrorism , or the need to safeguard nuclear weapons more important than in South Asia , the home to Al Qaida , who seeks nuclear weapons , Dorgan said describing it as an area where relations among regional nuclear powers - China , India , Pakistan - have historically been tense. ( DailyIndia.com ; 25Jun06 ; Arun Kumar , Indo - Asian News Service ) ( Link )",seeks,weapons,sought_entity
2552,"Nowhere is the threat of nuclear war or nuclear terrorism , or the need to safeguard nuclear weapons more important than in South Asia , the home to Al Qaida , who seeks nuclear weapons , Dorgan said describing it as an area where relations among regional nuclear powers - China , India , Pakistan - have historically been tense. ( DailyIndia.com ; 25Jun06 ; Arun Kumar , Indo - Asian News Service ) ( Link )",describing,it,item
2553,"Nowhere is the threat of nuclear war or nuclear terrorism , or the need to safeguard nuclear weapons more important than in South Asia , the home to Al Qaida , who seeks nuclear weapons , Dorgan said describing it as an area where relations among regional nuclear powers - China , India , Pakistan - have historically been tense. ( DailyIndia.com ; 25Jun06 ; Arun Kumar , Indo - Asian News Service ) ( Link )",describing,Dorgan,speaker
2554,Putin submits nuclear terrorism convention for ratification,submits,Putin,submittor
2555,Putin submits nuclear terrorism convention for ratification,submits,ratification,imposed_purpose
2556,"Putin signed the International Convention for the Suppression of Acts of Nuclear Terrorism in New York on September 14, 2005 .",signed,Putin,signatory
2557,"Putin signed the International Convention for the Suppression of Acts of Nuclear Terrorism in New York on September 14, 2005 .",signed,New,place
2558,"Putin signed the International Convention for the Suppression of Acts of Nuclear Terrorism in New York on September 14, 2005 .",signed,September,time
2559,The convention was adopted by the UN General Assembly in April last year on Russia 's initiative .,adopted,convention,value
2560,The convention was adopted by the UN General Assembly in April last year on Russia 's initiative .,adopted,UN,agent
2561,The convention was adopted by the UN General Assembly in April last year on Russia 's initiative .,adopted,April,time
2562,The convention was adopted by the UN General Assembly in April last year on Russia 's initiative .,adopted,Russia,circumstances
2563,"Before and after those tests , which the U.S. Department of Defense now admits exposed thousands of crew members to live biological and chemical agents , Alderson 's tugs brought Smithsonian Institution ornithologists to the islands .",brought,Alderson,carrier
2564,"Before and after those tests , which the U.S. Department of Defense now admits exposed thousands of crew members to live biological and chemical agents , Alderson 's tugs brought Smithsonian Institution ornithologists to the islands .",brought,islands,goal
2565,"They were there to study migrating birds , information the military would use to determine if chemicals and diseases could be transported across borders and so be used as vectors by -- or against -- an enemy .",study,They,cognizer
2566,"They were there to study migrating birds , information the military would use to determine if chemicals and diseases could be transported across borders and so be used as vectors by -- or against -- an enemy .",study,birds,ground
2567,"They were there to study migrating birds , information the military would use to determine if chemicals and diseases could be transported across borders and so be used as vectors by -- or against -- an enemy .",use,information,instrument
2568,"They were there to study migrating birds , information the military would use to determine if chemicals and diseases could be transported across borders and so be used as vectors by -- or against -- an enemy .",use,military,agent
2569,"A former CIA officer says he made repeated efforts to alert top agency officials to problems with an Iraqi defector 's claims about the country 's mobile biological weapons labs but he was ignored , the Washington Post reported Sunday .",reported,Washington,medium
2570,"A former CIA officer says he made repeated efforts to alert top agency officials to problems with an Iraqi defector 's claims about the country 's mobile biological weapons labs but he was ignored , the Washington Post reported Sunday .",reported,Sunday,time
2571,"Drumheller told the Post he was surprised when a few days later , on February 5, 2003 , Powell told the U.N. Security Council that `` we have first-hand descriptions of biological weapons factories on wheels and rails . ''",told,Drumheller,speaker
2572,"Drumheller told the Post he was surprised when a few days later , on February 5, 2003 , Powell told the U.N. Security Council that `` we have first-hand descriptions of biological weapons factories on wheels and rails . ''",told,Post,addressee
2573,"Drumheller told the Post he was surprised when a few days later , on February 5, 2003 , Powell told the U.N. Security Council that `` we have first-hand descriptions of biological weapons factories on wheels and rails . ''",told,February,time
2574,"Drumheller told the Post he was surprised when a few days later , on February 5, 2003 , Powell told the U.N. Security Council that `` we have first-hand descriptions of biological weapons factories on wheels and rails . ''",told,Powell,speaker
2575,"Drumheller told the Post he was surprised when a few days later , on February 5, 2003 , Powell told the U.N. Security Council that `` we have first-hand descriptions of biological weapons factories on wheels and rails . ''",told,U.N.,addressee
2576,"He said he also issued warnings before President Bush 's January 28, 2003 , State of the Union speech that included Bush statements about Iraq 's mobile labs `` designed to produce germ warfare agents. '' ( CNN , 25Jun06 , Reuters ) ( Link )",issued,he,source
2577,"He said he also issued warnings before President Bush 's January 28, 2003 , State of the Union speech that included Bush statements about Iraq 's mobile labs `` designed to produce germ warfare agents. '' ( CNN , 25Jun06 , Reuters ) ( Link )",issued,warnings,emission
2578,"He said he also issued warnings before President Bush 's January 28, 2003 , State of the Union speech that included Bush statements about Iraq 's mobile labs `` designed to produce germ warfare agents. '' ( CNN , 25Jun06 , Reuters ) ( Link )",produce,Iraq,factory
2579,"He said he also issued warnings before President Bush 's January 28, 2003 , State of the Union speech that included Bush statements about Iraq 's mobile labs `` designed to produce germ warfare agents. '' ( CNN , 25Jun06 , Reuters ) ( Link )",produce,warfare,product
