,Unnamed: 0,sentence,word,role,index,rel,head_id,head_text
2762,3302,Доктор может думать что хочет; она ему ничего не скажет.,доктор,agent,0.0,nsubj,1,может
2763,3303,Доктор может думать что хочет; она ему ничего не скажет.,она,agent,5.0,nsubj,10,скажет
2764,3304,"На вопрос, бывают ли у нее галлюцинации и слышит ли она голоса, она ответила:",она,posessor,5.0,nsubj,15,ответила
2766,3306,"На вопрос, бывают ли у нее галлюцинации и слышит ли она голоса, она ответила:",она,experiencer,5.0,nsubj,15,ответила
2767,3307,"На вопрос, бывают ли у нее галлюцинации и слышит ли она голоса, она ответила:",она,agent,5.0,nsubj,15,ответила
2768,3308,"«Вы не очень-то сведущи, доктор».",вы,causator,0.0,nsubj,4,сведущи
2769,3309,"Она признает, что пыталась покончить с собой, но отказывается назвать причину или дать какие-нибудь объяснения.»",она,agent,0.0,nsubj,1,признает
2770,3310,В Дальдорфе неизвестная провела полтора года.,неизвестный,agent,2.0,nsubj,3,провела
2771,3312,"Её имя так и не удалось установить, потому в документах она обозначалась как «фройляйн Унбекант» (нем. Fräulein Unbekannt, «неизвестная»).",она,patient,10.0,nsubj,12,обозначалась
2772,3313,"По утверждению одной из сиделок, больная понимала вопросы, обращённые к ней по-русски, но отвечать не могла, что впоследствии дало возможность предположить, что её родным языком был какой-то славянский, скорее всего — польский.",больной,agent,5.0,nsubj,7,понимала
2774,3316,"Впрочем, сведения о том, говорила ли новая пациентка по-русски и могла ли понимать этот язык, сильно расходятся.",сведение,agent,1.0,nsubj,19,расходятся
2776,3318,"Так, сестра Эрна Бухольц, бывшая учительница немецкого языка, довольно долго жившая в России, уверяла, что фройляйн Унбекант говорила по-русски «как на родном языке, связными, правильными предложениями».",сестра,agent,1.0,nsubj,17,уверяла
2780,3322,"Во время ночных дежурств они не раз имели возможность перемолвиться словом, так как больная страдала бессонницей.",они,agent,4.0,nsubj,7,имели
2781,3324,"Сестра Бухольц вспоминала также, что рассказывала ей о соборе Василия Блаженного, о российской политике, и неизвестная утвердительно кивала головой и наконец заявила, что всё это ей знакомо.",сестра,agent,0.0,nsubj,2,вспоминала
2786,3329,"Сестра Берта Вальц вспоминала, что Унбекант заметно заволновалась, когда кто-то из персонала принес в палату иллюстрированный журнал с фотографией царской семьи.",сестра,agent,0.0,nsubj,3,вспоминала
2789,3332,"Сестра Берта Вальц вспоминала, что Унбекант заметно заволновалась, когда кто-то из персонала принес в палату иллюстрированный журнал с фотографией царской семьи.",унбекант,experiencer,5.0,nsubj,8,заволновалась
2790,3334,"Сестра Вальц уверяла, что когда она указала на одну из дочерей царя и заметила, что та могла спастись, неизвестная поправила её:",сестра,agent,0.0,nsubj,2,уверяла
2792,3336,"Сестра Вальц уверяла, что когда она указала на одну из дочерей царя и заметила, что та могла спастись, неизвестная поправила её:",она,agent,5.0,nsubj,7,указала
2795,3339,"Сестра Вальц уверяла, что когда она указала на одну из дочерей царя и заметила, что та могла спастись, неизвестная поправила её:",неизвестный,agent,18.0,nsubj,22,поправила
2796,3340,"Сестра Вальц уверяла, что когда она указала на одну из дочерей царя и заметила, что та могла спастись, неизвестная поправила её:",она,addressee,5.0,nsubj,7,указала
2799,3343,"Также замечалось, что больная была склонна к фантазированию и сочинительству, так она уверяла, что выйдя из клиники будет жить на вилле и ездить верхом.",больной,causator,3.0,nsubj,6,склонна
2800,3344,"Также замечалось, что больная была склонна к фантазированию и сочинительству, так она уверяла, что выйдя из клиники будет жить на вилле и ездить верхом.",она,agent,11.0,nsubj,14,уверяла
2802,3346,"Сестра Теа Малиновская рассказывала, что спустя несколько дней после того, как больная взяла в руки иллюстрированный журнал, в приступе откровенности она рассказывала Малиновской о том, что во время Екатеринбургского расстрела «главарь убийц», размахивая револьвером, подошёл к Николаю и выстрелил в упор и о том, что горничная «бегала с подушкой в руках, пронзительно крича».",сестра,agent,0.0,nsubj,3,рассказывала
2804,3348,"Сестра Теа Малиновская рассказывала, что спустя несколько дней после того, как больная взяла в руки иллюстрированный журнал, в приступе откровенности она рассказывала Малиновской о том, что во время Екатеринбургского расстрела «главарь убийц», размахивая револьвером, подошёл к Николаю и выстрелил в упор и о том, что горничная «бегала с подушкой в руках, пронзительно крича».",малиновская,agent,2.0,obj,24,рассказывала
2805,3350,"Сестра Теа Малиновская рассказывала, что спустя несколько дней после того, как больная взяла в руки иллюстрированный журнал, в приступе откровенности она рассказывала Малиновской о том, что во время Екатеринбургского расстрела «главарь убийц», размахивая револьвером, подошёл к Николаю и выстрелил в упор и о том, что горничная «бегала с подушкой в руках, пронзительно крича».",она,agent,20.0,nsubj,24,рассказывала
2806,3351,"Сестра Теа Малиновская рассказывала, что спустя несколько дней после того, как больная взяла в руки иллюстрированный журнал, в приступе откровенности она рассказывала Малиновской о том, что во время Екатеринбургского расстрела «главарь убийц», размахивая револьвером, подошёл к Николаю и выстрелил в упор и о том, что горничная «бегала с подушкой в руках, пронзительно крича».",малиновская,addressee,2.0,obj,24,рассказывала
2808,3353,"Сестра Теа Малиновская рассказывала, что спустя несколько дней после того, как больная взяла в руки иллюстрированный журнал, в приступе откровенности она рассказывала Малиновской о том, что во время Екатеринбургского расстрела «главарь убийц», размахивая револьвером, подошёл к Николаю и выстрелил в упор и о том, что горничная «бегала с подушкой в руках, пронзительно крича».",николай,place,36.0,obl,42,подошёл
2810,3355,"Впрочем, свою речь она завершила довольно неожиданно:",она,agent,3.0,nsubj,5,завершила
2811,3356,« Она взволнованно просила меня бежать с ней в Африку…,она,agent,1.0,nsubj,3,просила
2813,3358,"Когда я возразила, что там идёт война, она сказала, что мы можем вступить во французский Иностранный легион в качестве сестёр милосердия и что там мы будем в большей безопасности, чем здесь, у евреев…",война,agent,6.0,nsubj,6,идёт
2814,3359,"Когда я возразила, что там идёт война, она сказала, что мы можем вступить во французский Иностранный легион в качестве сестёр милосердия и что там мы будем в большей безопасности, чем здесь, у евреев…",она,agent,7.0,nsubj,10,сказала
2815,3360,"Когда я возразила, что там идёт война, она сказала, что мы можем вступить во французский Иностранный легион в качестве сестёр милосердия и что там мы будем в большей безопасности, чем здесь, у евреев…",мы,causator,10.0,nsubj,14,можем
2816,3361,"Когда я возразила, что там идёт война, она сказала, что мы можем вступить во французский Иностранный легион в качестве сестёр милосердия и что там мы будем в большей безопасности, чем здесь, у евреев…",мы,causator,10.0,nsubj,14,можем
2817,3363,"Она была убеждена, что врачи-евреи в клинике состоят в заговоре с большевиками и однажды они её предадут.»",она,experiencer,0.0,nsubj,2,убеждена
2818,3365,"Известно, что девушка страдала меланхолией и вялостью, могла часами лежать в постели, уткнувшись лицом в покрывало, не отвечая на вопросы, но потом оживлялась (это происходило в основном по вечерам) и разговаривала с сёстрами и другими пациентками.",девушка,agent,2.0,nsubj,4,страдала
2820,3367,"Персонал сходился в том мнении, что пациентка была довольно образованна.",персонал,agent,0.0,nsubj,1,сходился
2825,3372,"Толчком к созданию образа самозванки послужила соседка Андерсон по больничной палате, прачка (по другим источникам — швея) Мария Пойтерт, страдавшая, как считается, манией преследования.",соседка,agent,6.0,nsubj,5,послужила
2833,3380,"Также госпожа Пойтерт рассказывала о себе, что будучи портнихой, поставляла платья фрейлинам Российского императорского двора.",госпожа,agent,1.0,nsubj,3,рассказывала
2845,3394,"22 января 1922 года Мария Пойтерт выписывается из клиники, но, оставшись в твёрдом убеждении, что под видом фройляйн Унбекант скрывается одна из царских дочерей, начинает искать доказательства.",мария,agent,4.0,nsubj,6,выписывается
2847,3396,"22 января 1922 года Мария Пойтерт выписывается из клиники, но, оставшись в твёрдом убеждении, что под видом фройляйн Унбекант скрывается одна из царских дочерей, начинает искать доказательства.",клиника,place,8.0,obl,6,выписывается
2850,3400,5 марта 1922 года она встречается во дворе Берлинской православной церкви с бывшим капитаном императорского кирасирского полка М. Н. Швабе и рассказывает ему о своих подозрениях.,она,agent,4.0,nsubj,5,встречается
2852,3402,5 марта 1922 года она встречается во дворе Берлинской православной церкви с бывшим капитаном императорского кирасирского полка М. Н. Швабе и рассказывает ему о своих подозрениях.,он,addressee,22.0,nsubj,5,встречается
2861,3415,"По воспоминаниям самого капитана, «…больная ответила, что эта дама ей не знакома…»",больной,agent,4.0,nsubj,8,ответила
2862,3416,"По воспоминаниям самого капитана, «…больная ответила, что эта дама ей не знакома…»",дама,causator,8.0,nsubj,15,знакома
2866,3420,"По словам самой Анны Андерсон, ситуация выглядела совершенно иначе.",ситуация,causator,5.0,nsubj,7,выглядела
2868,3424,"Это было первый раз, когда я позабыла всякую осторожность, увидев фотографию, я вскричала:",я,agent,5.0,nsubj,3,раз
2869,3425,"Это было первый раз, когда я позабыла всякую осторожность, увидев фотографию, я вскричала:",я,agent,5.0,nsubj,3,раз
2870,3426,«Это моя бабушка!»…»,мой,posessor,1.0,det,3,бабушка
2871,3428,"Так или иначе, капитан Швабе остаётся в сомнении.",капитан,experiencer,3.0,nsubj,6,остаётся
2873,3430,"Для того, чтобы избежать возможной ошибки, он уговаривает госпожу Зинаиду Толстую, а также её дочь, капитана кавалерии Андреевского и хирурга Винеке посетить вместе с ним неизвестную ещё раз.",он,agent,6.0,nsubj,9,уговаривает
2875,3434,"Опять же, по воспоминаниям М. Н. Швабе, госпожа Толстая и её дочь долго разговаривали с больной, показывали ей какие-то иконки и шептали на ухо какие-то имена.",дочь,agent,11.0,nsubj,17,разговаривали
2876,3436,"Рассмотреть её также не удалось, она упорно закрывала одеялом лицо.",она,agent,1.0,nsubj,8,закрывала
2877,3437,"М. Н. Швабе вспоминал, что Андреевский назвал больную «Ваша Светлость» и это, видимо, произвело на неё особое впечатление.",андреевский,agent,5.0,nsubj,9,назвал
2879,3439,"Так и не добившись ни слова, посетители ушли, причём госпожа Толстая и её дочь были убеждены, что перед ними Великая Княжна Татьяна.",посетитель,agent,6.0,nsubj,8,ушли
2880,3440,"Так и не добившись ни слова, посетители ушли, причём госпожа Толстая и её дочь были убеждены, что перед ними Великая Княжна Татьяна.",госпожа,experiencer,9.0,conj,8,ушли
2882,3443,"Так и не добившись ни слова, посетители ушли, причём госпожа Толстая и её дочь были убеждены, что перед ними Великая Княжна Татьяна.",княжна,causator,20.0,nsubj,17,убеждены
2883,3445,"Новость эта молниеносно распространилась среди русских эмигрантов, и 12 марта 1922 г. больную посещает баронесса София (Иза) Буксгевден.",новость,patient,0.0,nsubj,3,распространилась
2884,3446,"Новость эта молниеносно распространилась среди русских эмигрантов, и 12 марта 1922 г. больную посещает баронесса София (Иза) Буксгевден.",эмигрант,addressee,6.0,obl,3,распространилась
2887,3451,"Её мнение считается особенно важным, так как она была одной из последних, кому довелось встретиться с семьёй низложенного царя.",мнение,patient,1.0,nsubj:pass,2,считается
2889,3454,Баронесса рассталась с Романовыми буквально за полтора месяца до расстрела.,баронесса,agent,0.0,nsubj,1,рассталась
2890,3455,Баронесса рассталась с Романовыми буквально за полтора месяца до расстрела.,месяц,time,7.0,obl,1,рассталась
2891,3456,Сама Анна Андерсон вспоминала об этом и последующих визитах более чем сдержанно:,анна,agent,1.0,nsubj,3,вспоминала
2893,3458,"« …с этих пор стали часто бывать русские эмигранты; я даже не всегда знала, кто они такие… »",я,agent,9.0,nsubj,5,стали
2895,3460,"Сама баронесса вспоминала, что незнакомка проявляла обычную для неё робость и недоверие, отмалчиваясь в ответ на вопросы, пытаясь лишь закрыть лицо руками и одеялом.",баронесса,agent,1.0,nsubj,2,вспоминала
2896,3461,"Сама баронесса вспоминала, что незнакомка проявляла обычную для неё робость и недоверие, отмалчиваясь в ответ на вопросы, пытаясь лишь закрыть лицо руками и одеялом.",незнакомка,agent,4.0,nsubj,6,проявляла
2897,3462,"Баронесса, убеждённая, что перед ней Великая княжна Татьяна, страдающая амнезией от шока и перенесённых бедствий, попыталась оживить её память, показывая больной иконку с датами правления Романовых (эту иконку подарила ей императрица в присутствии Великой княжны Татьяны).",баронесса,agent,0.0,nsubj,19,попыталась
2898,3463,"Баронесса, убеждённая, что перед ней Великая княжна Татьяна, страдающая амнезией от шока и перенесённых бедствий, попыталась оживить её память, показывая больной иконку с датами правления Романовых (эту иконку подарила ей императрица в присутствии Великой княжны Татьяны).",княжна,causator,6.0,nsubj,19,попыталась
2903,3469,"Баронесса, убеждённая, что перед ней Великая княжна Татьяна, страдающая амнезией от шока и перенесённых бедствий, попыталась оживить её память, показывая больной иконку с датами правления Романовых (эту иконку подарила ей императрица в присутствии Великой княжны Татьяны).",императрица,agent,30.0,nsubj,19,попыталась
2904,3470,"Мария Пойтерт в свою очередь принесла фотографию царской семьи и, энергично указывая пальцем на императрицу, требовала ответа на вопрос:",мария,agent,0.0,nsubj,17,требовала
2908,3474,"и в качестве последней попытки вложила незнакомке в руки Новый Завет на русском языке, переплетённый в цвета российского флага.",незнакомка,addressee,6.0,obj,5,вложила
2909,3476,"Позднее, уговорив своих спутников удалиться, Иза Буксгевден обратилась к незнакомке по-английски (язык этот Великая княжна Татьяна отлично знала) — и несмотря на то, что по-видимости, незнакомка не поняла ни слова, она наконец открыла лицо.",иза,agent,5.0,nsubj,9,обратилась
2911,3478,"Позднее, уговорив своих спутников удалиться, Иза Буксгевден обратилась к незнакомке по-английски (язык этот Великая княжна Татьяна отлично знала) — и несмотря на то, что по-видимости, незнакомка не поняла ни слова, она наконец открыла лицо.",незнакомка,addressee,9.0,obl,9,обратилась
2912,3479,"Позднее, уговорив своих спутников удалиться, Иза Буксгевден обратилась к незнакомке по-английски (язык этот Великая княжна Татьяна отлично знала) — и несмотря на то, что по-видимости, незнакомка не поняла ни слова, она наконец открыла лицо.",княжна,agent,14.0,nsubj,9,обратилась
2914,3481,"Позднее, уговорив своих спутников удалиться, Иза Буксгевден обратилась к незнакомке по-английски (язык этот Великая княжна Татьяна отлично знала) — и несмотря на то, что по-видимости, незнакомка не поняла ни слова, она наконец открыла лицо.",незнакомка,agent,9.0,obl,9,обратилась
2916,3483,Заключение баронессы Буксгевден было категоричным:,заключение,causator,0.0,nsubj,4,категоричным
2919,3486,"« Лоб и глаза её напомнили мне великую княжну Татьяну Николаевну, но стоило увидеть всё лицо, чтобы сходство перестало казаться столь разительным(…)",лоб,patient,1.0,nsubj,5,напомнили
2922,3489,"« Лоб и глаза её напомнили мне великую княжну Татьяну Николаевну, но стоило увидеть всё лицо, чтобы сходство перестало казаться столь разительным(…)",сходство,patient,17.0,nsubj,21,казаться
2923,3490,"Хотя верхней частью лица госпожа Чайковская отчасти похожа на великую княжну Татьяну, я всё-таки уверена, что это не она.",госпожа,causator,4.0,nsubj,7,похожа
2925,3492,"Хотя верхней частью лица госпожа Чайковская отчасти похожа на великую княжну Татьяну, я всё-таки уверена, что это не она.",я,agent,12.0,nsubj,15,уверена
2926,3493,"Позже я узнала, что она выдает себя за Анастасию, но в ней нет абсолютно никакого внешнего сходства с великой княжной, никаких особенных черт, которые позволили бы всякому, близко знавшему Анастасию, убедиться в истинности ее слов.(…)",я,agent,1.0,nsubj,2,узнала
2927,3494,"Позже я узнала, что она выдает себя за Анастасию, но в ней нет абсолютно никакого внешнего сходства с великой княжной, никаких особенных черт, которые позволили бы всякому, близко знавшему Анастасию, убедиться в истинности ее слов.(…)",она,agent,4.0,nsubj,6,выдает
2930,3497,"Кстати, замечу, что великая княжна Анастасия едва ли знала с десяток немецких слов, и выговаривала их с неимоверным русским акцентом…»",княжна,agent,4.0,nsubj,10,знала
2932,3499,"Сама Анна Андерсон уже много позже объясняла свое поведение тем, что узнала баронессу с первого взгляда и устыдилась показаться собственной придворной даме в том плачевном состоянии, в котором она находилась в тот момент.",анна,agent,1.0,nsubj,6,объясняла
2934,3501,"Сама Анна Андерсон уже много позже объясняла свое поведение тем, что узнала баронессу с первого взгляда и устыдилась показаться собственной придворной даме в том плачевном состоянии, в котором она находилась в тот момент.",дама,addressee,21.0,obj,19,показаться
2936,3503,"Следующим гостем больной была баронесса Мария фон Кляйст, жена бывшего полицмейстера.",баронесса,agent,4.0,nsubj,1,гостем
2939,3508,22 марта 1922 года она добивается у больничного начальства разрешения поселить девушку у себя.,она,agent,4.0,nsubj,5,добивается
2940,3509,22 марта 1922 года она добивается у больничного начальства разрешения поселить девушку у себя.,разрешение,goal,9.0,obj,5,добивается
2943,3513,"К удивлению госпожи фон Кляйст, придя за незнакомкой, она увидела, что больная вырывает у себя волосы и у неё уже не хватает многих зубов.",она,agent,8.0,nsubj,11,увидела
2944,3515,"К удивлению госпожи фон Кляйст, придя за незнакомкой, она увидела, что больная вырывает у себя волосы и у неё уже не хватает многих зубов.",она,posessor,8.0,nsubj,11,увидела
2945,3517,"Потом Анна Андерсон объясняла это тем, что зубы всё равно шатались после удара прикладом в лицо, полученного в Екатеринбурге.",анна,agent,1.0,nsubj,3,объясняла
2949,3521,"В течение нескольких дней она живёт у Кляйстов по адресу Неттельбекштрассе, 9.",она,agent,4.0,nsubj,5,живёт
2950,3524,"Так как незнакомка упорно не желала открывать своего имени (или не помнила его после перенесённого шока), барон и баронесса фон Кляйст предложили именовать её Анной; это имя и осталось за ней в истории.",незнакомка,experiencer,2.0,nsubj,5,желала
2957,3531,"Там же она, очевидно, проникшись к баронессе доверием, рассказывает, что у неё есть сын, оставшийся в Румынии и « ребёнка всегда можно будет узнать по белью с императорскими коронами и золотому медальону… »",она,agent,2.0,nsubj,11,рассказывает
2959,3533,"Там же она, очевидно, проникшись к баронессе доверием, рассказывает, что у неё есть сын, оставшийся в Румынии и « ребёнка всегда можно будет узнать по белью с императорскими коронами и золотому медальону… »",сын,causator,13.0,nsubj,16,есть
2961,3535,"Через два дня, видимо, приняв окончательное решение, фройляйн Анна делает сенсационное признание.",анна,agent,8.0,nsubj,12,делает
2962,3536,"Незнакомка в первый раз открыто назвала себя великой княжной Анастасией, младшей дочерью Николая II.",незнакомка,agent,0.0,nsubj,5,назвала
2964,3538,"Барон спросил её, каким образом она сумела спастись, на что последовал ответ:",барон,agent,0.0,nsubj,1,спросил
2965,3539,"Барон спросил её, каким образом она сумела спастись, на что последовал ответ:",она,agent,2.0,nsubj,7,сумела
2966,3541,"« Да, я была вместе со всеми в ночь убийства, и, когда началась резня, я спряталась за спиной моей сестры Татьяны, которая была убита выстрелом.",я,agent,2.0,nsubj,5,вместе
2969,3544,"« Да, я была вместе со всеми в ночь убийства, и, когда началась резня, я спряталась за спиной моей сестры Татьяны, которая была убита выстрелом.",я,agent,2.0,nsubj,5,вместе
2973,3548,Я же потеряла сознание от нескольких ударов.,я,patient,0.0,nsubj,2,потеряла
2976,3551,"Кстати, в Румынию я отправилась с его женой, и, когда она умерла, решила пробираться в Германию в одиночку… »",я,agent,3.0,nsubj,5,отправилась
2978,3553,"Впрочем, в разговорах с Зинаидой Толстой, Анна добавила в свой рассказ новые подробности, и Артур фон Кляйст записал его со слов госпожи Толстой следующим образом:",анна,agent,6.0,nsubj,9,добавила
2979,3554,"Впрочем, в разговорах с Зинаидой Толстой, Анна добавила в свой рассказ новые подробности, и Артур фон Кляйст записал его со слов госпожи Толстой следующим образом:",артур,agent,14.0,nsubj,9,добавила
2985,3560,"« 2 августа нынешнего года женщина, называющая себя великой княжной Анастасией, рассказала ей, что её спас от смерти русский солдат Александр Чайковский.",женщина,agent,5.0,nsubj,13,рассказала
2987,3562,"« 2 августа нынешнего года женщина, называющая себя великой княжной Анастасией, рассказала ей, что её спас от смерти русский солдат Александр Чайковский.",солдат,agent,19.0,nsubj,18,спас
2989,3565,"С его семьей (его матерью Марией, сестрой Верунечкой и братом Сергеем) Анастасия Николаевна приехала в Бухарест и оставалась там до 1920 года.",анастасия,agent,11.0,nsubj,16,приехала
2991,3568,"От Чайковского она родила ребенка; мальчика, которому сейчас должно быть около трёх лет.",она,agent,2.0,nsubj,3,родила
3001,3583,"Размышляя над авторством этой истории, эмигрантский журналист Литовцев писал:",журналист,agent,6.0,nsubj,9,писал
3008,3594,"Ему вторила герцогиня Лейхтенбергская, познакомившаяся с Анной Андерсон в 1927 году.",герцогиня,agent,2.0,nsubj,1,вторила
3009,3596,« Она была очень хитрой.,она,causator,1.0,nsubj,4,хитрой
3011,3599,и на следующий день она говорила очередному посетителю:,она,agent,4.0,nsubj,5,говорила
3013,3602,"«Помню, у нас на камине стояла фарфоровая собачка. »",собачка,patient,7.0,nsubj,7,стояла
3014,3603,"Согласно Грегу Кингу (англ. Greg King) и Пенни Уилсон (англ. Penny Wilson), авторам книги «Судьба Романовых» (англ. The Fate of the Romanovs), сегодня имена 10 человек, которые расстреливали Романовых, плюс имена охранников дома Ипатьева, установлены.",имя,patient,23.0,nsubj:pass,50,установлены
3016,3605,"Согласно Грегу Кингу (англ. Greg King) и Пенни Уилсон (англ. Penny Wilson), авторам книги «Судьба Романовых» (англ. The Fate of the Romanovs), сегодня имена 10 человек, которые расстреливали Романовых, плюс имена охранников дома Ипатьева, установлены.",имя,patient,23.0,nsubj:pass,50,установлены
3018,3608,"Никто из них не носил фамилию Чайковский, вопреки утверждениям Анны Андерсон",никто,agent,0.0,nsubj,4,носил
3020,3611,"Никаких доказательств существования людей, которых она объявила своими спасителями, найдено не было.",доказательство,patient,1.0,nsubj:pass,11,найдено
3024,3615,"Через несколько дней Анна, не попрощавшись, уходит от Кляйстов.",анна,agent,3.0,nsubj,8,уходит
3025,3617,"Её принимает у себя Мария Пойтерт, но через несколько дней, повздорив с хозяйкой из-за статьи о ней в газете «Local Anzeiger», Анна оказывается на лестнице.",мария,agent,4.0,nsubj,1,принимает
3030,3623,"Затем её встречает на улице инженер Айнеке, засыпает вопросами, но ответов не получает.",инженер,agent,5.0,nsubj,2,встречает
3031,3625,"Барон и баронесса фон Кляйст не желают вновь поселить у себя неизвестную, по одним источникам — убедившись в её самозванстве, по другим — измучившись с больной, обладавшей скверным характером.",барон,experiencer,0.0,nsubj,6,желают
3034,3628,"Барон и баронесса фон Кляйст не желают вновь поселить у себя неизвестную, по одним источникам — убедившись в её самозванстве, по другим — измучившись с больной, обладавшей скверным характером.",себя,posessor,10.0,obl,8,поселить
3036,3630,"Так или иначе, на несколько дней её берет к себе инженер Айнеке, и вскоре, встретившись с советником Гэбелем, служащим префектуры в Бреслау, он рассказывает ему о девушке.",инженер,agent,10.0,nsubj,8,берет
3038,3633,"Так или иначе, на несколько дней её берет к себе инженер Айнеке, и вскоре, встретившись с советником Гэбелем, служащим префектуры в Бреслау, он рассказывает ему о девушке.",он,agent,22.0,nsubj,28,рассказывает
3039,3634,"Так или иначе, на несколько дней её берет к себе инженер Айнеке, и вскоре, встретившись с советником Гэбелем, служащим префектуры в Бреслау, он рассказывает ему о девушке.",он,addressee,22.0,nsubj,28,рассказывает
3040,3635,"Гэбель, видимо тронутый бедственным положением неизвестной, уговаривает одного из своих друзей — доктора Грунберга, инспектора полиции, приютить Анну.",гэбель,agent,0.0,nsubj,8,уговаривает
3043,3638,"Доктор Грунберг, как он рассказывает в своих воспоминаниях, согласовав свои действия с советником, решает предпринять шаги для официального установления личности неизвестной.",доктор,agent,0.0,nsubj,16,решает
3047,3643,"Противники Анны Андерсон видят в этом прямой намёк, что германское правительство решило «натаскать» самозванку на роль великой княжны и затем использовать в неких политических целях.",противник,experiencer,0.0,nsubj,3,видят
3052,3648,Однако следующие события скорее говорят против такого предположения.,событие,causator,2.0,nsubj,4,говорят
3053,3649,"Итак, доктор Грунберг уговаривает прусскую принцессу Ирен, родную сестру императрицы Александры Федоровны, приехать под вымышленным именем в своё поместье.",доктор,agent,1.0,nsubj,4,уговаривает
3058,3655,Анна Андерсон была отнюдь не рада этому визиту.,анна,experiencer,0.0,nsubj,5,рада
3062,3660,"Как она затем объясняла, её раздражил сам факт обмана.",факт,causator,7.0,obj,6,раздражил
3063,3661,Выдержка из воспоминаний доктора Грунберга гласит:,выдержка,agent,0.0,nsubj,5,гласит
3065,3664,"« Во время ужина мы усадили Анастасию напротив её высочества, с тем чтобы принцесса могла хорошенько рассмотреть её.",мы,agent,4.0,nsubj,5,усадили
3068,3667,"(Следует, правда, отметить, что принцесса в последний раз видела императорскую фамилию около десяти лет назад.)",принцесса,experiencer,4.0,nsubj,12,видела
3070,3669,После ужина Анастасия удалилась в свою комнату; принцесса последовала за ней в надежде побеседовать наедине и отметить какую-нибудь знакомую ей характерную черту.,ужин,time,1.0,obl,3,удалилась
3071,3670,После ужина Анастасия удалилась в свою комнату; принцесса последовала за ней в надежде побеседовать наедине и отметить какую-нибудь знакомую ей характерную черту.,анастасия,agent,2.0,nsubj,3,удалилась
3077,3676,"Поведение её тем более необъяснимо, что она узнала принцессу с первого взгляда: на следующее утро она сказала нам, что вчерашняя посетительница была «её тетя Ирен». »",поведение,causator,0.0,obj,18,сказала
3078,3677,"Поведение её тем более необъяснимо, что она узнала принцессу с первого взгляда: на следующее утро она сказала нам, что вчерашняя посетительница была «её тетя Ирен». »",она,agent,6.0,nsubj,8,узнала
